id,title,description,price,language,url,full_text,category
288674,Круговорот жизни,"круговорот жизни

Перечень вопросов, рассматриваемых на уроке:

Группы организмов, составляющие основу круговорота жизни.

Организмы-производители.

Организмы-потребители.

Организмы-разрушители.",,ru,https://stepik.org/course/288674,"Круговорот жизни круговорот жизни

Перечень вопросов, рассматриваемых на уроке:

Группы организмов, составляющие основу круговорота жизни.

Организмы-производители.

Организмы-потребители.

Организмы-разрушители.",Other
288667,Курс по математике для 5 класса «Подготовка к ВПР»,"Цель курса: систематизировать знания учащихся по математике за 5 класс, отработать навыки решения типовых заданий ВПР, снизить тревожность перед проверочной работой.

Продолжительность: 4 недель (4 занятия по 45 минут, 1 занятие в неделю).

Форматы занятий: комбинированные (теория + практика).",,ru,https://stepik.org/course/288667,"Курс по математике для 5 класса «Подготовка к ВПР» Цель курса: систематизировать знания учащихся по математике за 5 класс, отработать навыки решения типовых заданий ВПР, снизить тревожность перед проверочной работой.

Продолжительность: 4 недель (4 занятия по 45 минут, 1 занятие в неделю).

Форматы занятий: комбинированные (теория + практика).",Other
288664,Как научиться играть в Лигу Легенд,"Курс для тех, кто никогда не играл в LoL, но хочет быстро и без боли освоиться в самой популярной MOBA в мире. Вы разберётесь, зачем нужны разные роли (топ, лес, мид, стрелок, саппорт), как выбирать простых чемпионов и что делать на каждой позиции.",,ru,https://stepik.org/course/288664,"Как научиться играть в Лигу Легенд Курс для тех, кто никогда не играл в LoL, но хочет быстро и без боли освоиться в самой популярной MOBA в мире. Вы разберётесь, зачем нужны разные роли (топ, лес, мид, стрелок, саппорт), как выбирать простых чемпионов и что делать на каждой позиции.",Other
288644,Основы композиции в изобразительном искусстве,"Курс «Основы композиции в изобразительном искусстве: от классики до современности» предназначен для начинающих художников, иллюстраторов, дизайнеров и фотографов, а также для любителей рисования, желающих систематизировать знания в области композиции. В ходе обучения слушатели освоят ключевые принципы построения визуальных работ — от базовых элементов (точки, линии, пятна) до сложных композиционных схем. ",,ru,https://stepik.org/course/288644,"Основы композиции в изобразительном искусстве Курс «Основы композиции в изобразительном искусстве: от классики до современности» предназначен для начинающих художников, иллюстраторов, дизайнеров и фотографов, а также для любителей рисования, желающих систематизировать знания в области композиции. В ходе обучения слушатели освоят ключевые принципы построения визуальных работ — от базовых элементов (точки, линии, пятна) до сложных композиционных схем. ",Other
288642,Промпт-инжиниринг для копирайтеров,"Курс обучает работе с генеративным ИИ в контент-маркетинге: созданию промптов, редактированию текстов, подготовленных с помощью ИИ, фактчекингу и адаптации контента под разные платформы.",,ru,https://stepik.org/course/288642,"Промпт-инжиниринг для копирайтеров Курс обучает работе с генеративным ИИ в контент-маркетинге: созданию промптов, редактированию текстов, подготовленных с помощью ИИ, фактчекингу и адаптации контента под разные платформы.",Other
288639,Elementary new - homeworks,Данный курс предназначен для выполнения аудирования и домашних заданий к курсу Elementary new для подростков.,,ru,https://stepik.org/course/288639,Elementary new - homeworks Данный курс предназначен для выполнения аудирования и домашних заданий к курсу Elementary new для подростков.,Other
288638,Универсальный AI-инструментарий: работаем с любыми текстовыми ИИ,"Освойте универсальную методологию работы с ChatGPT, Gemini, Claude, GigaChat, Grok и другими текстовыми нейросетями. Перестаньте зависеть от устаревающих промптов и научитесь управлять AI как настоящим сотрудником — ставить задачи, итеративно дорабатывать результаты и встраивать нейросети в свои рабочие процессы.",2000.0,ru,https://stepik.org/course/288638,"Универсальный AI-инструментарий: работаем с любыми текстовыми ИИ Освойте универсальную методологию работы с ChatGPT, Gemini, Claude, GigaChat, Grok и другими текстовыми нейросетями. Перестаньте зависеть от устаревающих промптов и научитесь управлять AI как настоящим сотрудником — ставить задачи, итеративно дорабатывать результаты и встраивать нейросети в свои рабочие процессы.",Artificial Intelligence
288632,Решение стереометрических задач координатным методом,,,ru,https://stepik.org/course/288632,Решение стереометрических задач координатным методом ,Other
288628,Математика. Экспресс-курс ТАБЛИЦА УМНОЖЕНИЯ за 7 шагов. ,"Экспресс-курс ""Таблица умножения"" за 7 шагов. В курс входят все секреты как быстро и легко запомнить столбики таблицы умножения, проверить себя по пальцам, часам и др.хитростям. Все видео-уроки продкреплены практическими упражнениями и листами с примерами для распечатывания.
Подходит детям с 6 лет, изучающим ментальную арифметику и классическую систему основ математических представлений и школьникам начального звена (1-4 классы)",490.0,ru,https://stepik.org/course/288628,"Математика. Экспресс-курс ТАБЛИЦА УМНОЖЕНИЯ за 7 шагов.  Экспресс-курс ""Таблица умножения"" за 7 шагов. В курс входят все секреты как быстро и легко запомнить столбики таблицы умножения, проверить себя по пальцам, часам и др.хитростям. Все видео-уроки продкреплены практическими упражнениями и листами с примерами для распечатывания.
Подходит детям с 6 лет, изучающим ментальную арифметику и классическую систему основ математических представлений и школьникам начального звена (1-4 классы)",Other
288622,Изучение Python  с нуля,"Базовый курс по языку программирования Python для начинающих. Вы узнаете, как установить Python, написать первую программу, освоите переменные, типы данных, условные операторы, циклы и функции. Курс содержит текстовые материалы, иллюстрации, примеры кода и задания для самоконтроля.",,ru,https://stepik.org/course/288622,"Изучение Python  с нуля Базовый курс по языку программирования Python для начинающих. Вы узнаете, как установить Python, написать первую программу, освоите переменные, типы данных, условные операторы, циклы и функции. Курс содержит текстовые материалы, иллюстрации, примеры кода и задания для самоконтроля.",Python
288618,Ai ,"AI-обучение Sprint — интенсив, где за один спринт ты освоишь нейросети: 4 площадки, мощная работа с промптами и создание своих AI-ассистентов. Выбери свой инструмент и вперёд! 🚀",,ru,https://stepik.org/course/288618,"Ai  AI-обучение Sprint — интенсив, где за один спринт ты освоишь нейросети: 4 площадки, мощная работа с промптами и создание своих AI-ассистентов. Выбери свой инструмент и вперёд! 🚀",Artificial Intelligence
288606,Две косы с канекалоном: первый заработок на плетении за 7 дней,"Этот курс подойдёт тебе, если ты хочешь попробовать себя в брейдинге без сложных техник и долгого обучения — через простую и востребованную причёску, которая даёт быстрый и понятный результат.

Здесь не будет перегруженной теории.
Ты шаг за шагом поставишь руку и научишься делать аккуратные, плотные и носибельные косы, за которые не стыдно брать деньги.",4990.0,ru,https://stepik.org/course/288606,"Две косы с канекалоном: первый заработок на плетении за 7 дней Этот курс подойдёт тебе, если ты хочешь попробовать себя в брейдинге без сложных техник и долгого обучения — через простую и востребованную причёску, которая даёт быстрый и понятный результат.

Здесь не будет перегруженной теории.
Ты шаг за шагом поставишь руку и научишься делать аккуратные, плотные и носибельные косы, за которые не стыдно брать деньги.",Other
288605,НЕДЕЛЯ ДО ЕГЭ: экстренное повторение по русскому языку,Повторение всех важных и сложных моментов перед ЕГЭ-2026 по русскому языку. Сочинение и тестовая часть. Обратная связь от филолога и эксперта ЕГЭ. Без вебинаров. Доступ до 8 июля.,600.0,ru,https://stepik.org/course/288605,НЕДЕЛЯ ДО ЕГЭ: экстренное повторение по русскому языку Повторение всех важных и сложных моментов перед ЕГЭ-2026 по русскому языку. Сочинение и тестовая часть. Обратная связь от филолога и эксперта ЕГЭ. Без вебинаров. Доступ до 8 июля.,Other
288600,Подготовка к НТО Junior,"Добро пожаловать на курс «Подготовка к НТО Junior» ! Приветствуем тебя в мире инженерии, технологий!Здесь важно не только знать теорию, но и уметь применять знания на практике, находить нестандартные решения и уверенно двигаться к результату. ",,ru,https://stepik.org/course/288600,"Подготовка к НТО Junior Добро пожаловать на курс «Подготовка к НТО Junior» ! Приветствуем тебя в мире инженерии, технологий!Здесь важно не только знать теорию, но и уметь применять знания на практике, находить нестандартные решения и уверенно двигаться к результату. ",Other
288594,Информатика и иКТ 10 класс (углубленный уровень),"Программа по информатике для 10 класса (углублённый уровень, ФГОС) включает:
расширенное изучение теоретических основ информатики;
аппаратное и программное обеспечение компьютера;
основы компьютерных сетей;
алгоритмизацию и программирование;
вопросы информационной безопасности. В 10–11 классах на предмет отводится 4 часа в неделю. Программа направлена на формирование у школьники.",,ru,https://stepik.org/course/288594,"Информатика и иКТ 10 класс (углубленный уровень) Программа по информатике для 10 класса (углублённый уровень, ФГОС) включает:
расширенное изучение теоретических основ информатики;
аппаратное и программное обеспечение компьютера;
основы компьютерных сетей;
алгоритмизацию и программирование;
вопросы информационной безопасности. В 10–11 классах на предмет отводится 4 часа в неделю. Программа направлена на формирование у школьники.",Other
288589,Основы pandas для анализа данных,"Короткий практический онлайн-курс для новичков, которые знают базовый Python и хотят научиться загружать, очищать, анализировать и визуализировать табличные данные с помощью pandas.",,ru,https://stepik.org/course/288589,"Основы pandas для анализа данных Короткий практический онлайн-курс для новичков, которые знают базовый Python и хотят научиться загружать, очищать, анализировать и визуализировать табличные данные с помощью pandas.",Python
288569,Подготовка презентации для защиты ИТ-проекта,"В рамках курса рассматриваются основные требования к подготовке презентации ИТ-проекта:

- разбирается структура презентации и логика построения доклада;

- даются рекомендации по наполнению и оформлению слайдов;

- уделяется внимание типичным ошибкам, а также использованию количественных показателей и метрик проекта.

",,ru,https://stepik.org/course/288569,"Подготовка презентации для защиты ИТ-проекта В рамках курса рассматриваются основные требования к подготовке презентации ИТ-проекта:

- разбирается структура презентации и логика построения доклада;

- даются рекомендации по наполнению и оформлению слайдов;

- уделяется внимание типичным ошибкам, а также использованию количественных показателей и метрик проекта.

",Other
288567,Познаём мир: современная география,"Слушатель изучит основы физической и социально‑экономической географии, научится читать и анализировать карты, поймёт закономерности природных процессов и размещения населения, познакомится с разнообразием регионов мира и России. Курс даст целостное представление о планете как единой системе и покажет, как география влияет на жизнь человека.",,ru,https://stepik.org/course/288567,"Познаём мир: современная география Слушатель изучит основы физической и социально‑экономической географии, научится читать и анализировать карты, поймёт закономерности природных процессов и размещения населения, познакомится с разнообразием регионов мира и России. Курс даст целостное представление о планете как единой системе и покажет, как география влияет на жизнь человека.",Other
288551,Основы общей биологии: от клетки до организма,"Данный курс предлагает комплексное погружение в основы общей биологии. Вы пройдете путь от изучения молекулярного состава клетки и уникальных функций белков до понимания работы сложных систем человеческого организма. В программе курса: секреты фотосинтеза, механика клеточного деления, роль гипоталамуса в гомеостазе и эволюционное значение внутреннего скелета. Курс поможет систематизировать знания о живой природе и подготовиться к проверочным работам.",,ru,https://stepik.org/course/288551,"Основы общей биологии: от клетки до организма Данный курс предлагает комплексное погружение в основы общей биологии. Вы пройдете путь от изучения молекулярного состава клетки и уникальных функций белков до понимания работы сложных систем человеческого организма. В программе курса: секреты фотосинтеза, механика клеточного деления, роль гипоталамуса в гомеостазе и эволюционное значение внутреннего скелета. Курс поможет систематизировать знания о живой природе и подготовиться к проверочным работам.",Other
288545,Баскетбол: от основ до тактики,"Дистанционный курс по теории и методике баскетбола для студентов. Рассматриваются история, правила, техника нападения и защиты, тактические схемы и судейство. Включает видео, тесты и интерактивные задания. Подходит для начального и продвинутого уровня.",,ru,https://stepik.org/course/288545,"Баскетбол: от основ до тактики Дистанционный курс по теории и методике баскетбола для студентов. Рассматриваются история, правила, техника нападения и защиты, тактические схемы и судейство. Включает видео, тесты и интерактивные задания. Подходит для начального и продвинутого уровня.",Other
288544,Квадратные уравнения,"Добро пожаловать на урок ""Квадратные уравнения""!

На данном уроке мы разберем основные виды квадратных уравнений, формулы для решения уравнений, примеры и способы их решения. Также тебе будет представлены тестовые задания на отработку полученных знаний и у",,ru,https://stepik.org/course/288544,"Квадратные уравнения Добро пожаловать на урок ""Квадратные уравнения""!

На данном уроке мы разберем основные виды квадратных уравнений, формулы для решения уравнений, примеры и способы их решения. Также тебе будет представлены тестовые задания на отработку полученных знаний и у",Other
288542,Бизнес и системный анализ: с нуля до первых артефактов,"Освойте профессии бизнес-аналитика (BA) и системного аналитика (SA) для ИТ-проектов с нуля. Сбор и документирование требований, User Stories, Acceptance Criteria, BPMN-моделирование, SQL-запросы, проектирование REST API, написание тест-кейсов и подготовка к собеседованию. За 4 недели вы создадите портфолио из 5 артефактов и выполните сквозной кейс «Интернет-магазин мерча», который можно показать работодателю.",,ru,https://stepik.org/course/288542,"Бизнес и системный анализ: с нуля до первых артефактов Освойте профессии бизнес-аналитика (BA) и системного аналитика (SA) для ИТ-проектов с нуля. Сбор и документирование требований, User Stories, Acceptance Criteria, BPMN-моделирование, SQL-запросы, проектирование REST API, написание тест-кейсов и подготовка к собеседованию. За 4 недели вы создадите портфолио из 5 артефактов и выполните сквозной кейс «Интернет-магазин мерча», который можно показать работодателю.",Databases
288539,VR-тренажёры в профессиональном обучении: проектирование и приме,"Курс для методистов, корпоративных тренеров и L&D-менеджеров, которые хотят разобраться в VR-тренажёрах, но не умеют программировать. Никакого технического жаргона — только практика: как заказать, оценить и внедрить VR-тренажёр в программу обучения.",,ru,https://stepik.org/course/288539,"VR-тренажёры в профессиональном обучении: проектирование и приме Курс для методистов, корпоративных тренеров и L&D-менеджеров, которые хотят разобраться в VR-тренажёрах, но не умеют программировать. Никакого технического жаргона — только практика: как заказать, оценить и внедрить VR-тренажёр в программу обучения.",Other
288531,Искусственный интеллект для работы в образовании,"Курс знакомит педагогов с современными генеративными нейросетями и их применением в образовательной деятельности. Вы узнаете, как использовать ИИ-инструменты для создания учебных материалов, генерации текстов и изображений, а также для составления конспектов уроков. Программа курса направлена на развитие практических навыков, которые помогут сделать обучение более интерактивным, индивидуализированным и эффективным.",,ru,https://stepik.org/course/288531,"Искусственный интеллект для работы в образовании Курс знакомит педагогов с современными генеративными нейросетями и их применением в образовательной деятельности. Вы узнаете, как использовать ИИ-инструменты для создания учебных материалов, генерации текстов и изображений, а также для составления конспектов уроков. Программа курса направлена на развитие практических навыков, которые помогут сделать обучение более интерактивным, индивидуализированным и эффективным.",Other
288518,История развития ЭВМ,"Курс ""История развития ЭВМ"" предназначен для студентов, интересующихся историей технологий и их влиянием на общество. В рамках курса будут рассмотрены ключевые этапы развития ЭВМ, основные технологические прорывы, а также влияние вычислительных машин на различные сферы жизни.",,ru,https://stepik.org/course/288518,"История развития ЭВМ Курс ""История развития ЭВМ"" предназначен для студентов, интересующихся историей технологий и их влиянием на общество. В рамках курса будут рассмотрены ключевые этапы развития ЭВМ, основные технологические прорывы, а также влияние вычислительных машин на различные сферы жизни.",Other
288511,"Космос: вопросы, которые ломают мозг","Есть ли край у Вселенной? Что находится внутри черной дыры? Ответы на вопросы, которые ломают мозг 🚀🪐",,ru,https://stepik.org/course/288511,"Космос: вопросы, которые ломают мозг Есть ли край у Вселенной? Что находится внутри черной дыры? Ответы на вопросы, которые ломают мозг 🚀🪐",Other
288509,Основы Python для QA автоматизатора,"Мечтаете писать автотесты, но Python кажется сложным? Этот курс проведёт вас от установки интерпретатора до классов и assert: разберём переменные, списки, словари, циклы, функции, а затем инкапсуляцию, наследование и полиморфизм. Закрепите теорию на практических задачах и сможете уверенно применять Python в QA-автоматизации — без воды, сразу по делу.",,ru,https://stepik.org/course/288509,"Основы Python для QA автоматизатора Мечтаете писать автотесты, но Python кажется сложным? Этот курс проведёт вас от установки интерпретатора до классов и assert: разберём переменные, списки, словари, циклы, функции, а затем инкапсуляцию, наследование и полиморфизм. Закрепите теорию на практических задачах и сможете уверенно применять Python в QA-автоматизации — без воды, сразу по делу.",Python
288504,Математический импровизатор: как превратить урок в приключение,"Большинство педагогов боятся отойти от учебника: им кажется, что нестандартные уроки — это хаос, потеря контроля и лишняя подготовка. На самом деле творческая математика требует меньше ресурсов, а вовлекает сильнее.",,ru,https://stepik.org/course/288504,"Математический импровизатор: как превратить урок в приключение Большинство педагогов боятся отойти от учебника: им кажется, что нестандартные уроки — это хаос, потеря контроля и лишняя подготовка. На самом деле творческая математика требует меньше ресурсов, а вовлекает сильнее.",Other
288502,Дополненная и виртуальная реальность в школьном образовании,"Современные школьники растут в цифровой среде, где визуальный и интерактивный контент воспринимается легче традиционного текста. Дополненная (AR), виртуальная (VR) и смешанная (MR) реальность постепенно становятся частью образования: помогают визуализировать сложные темы, повышают вовлечённость и делают уроки более наглядными.

Этот курс создан для учителей средней школы, которые хотят разобраться в XR-технологиях без технического жаргона и научиться применять их на практике.",,ru,https://stepik.org/course/288502,"Дополненная и виртуальная реальность в школьном образовании Современные школьники растут в цифровой среде, где визуальный и интерактивный контент воспринимается легче традиционного текста. Дополненная (AR), виртуальная (VR) и смешанная (MR) реальность постепенно становятся частью образования: помогают визуализировать сложные темы, повышают вовлечённость и делают уроки более наглядными.

Этот курс создан для учителей средней школы, которые хотят разобраться в XR-технологиях без технического жаргона и научиться применять их на практике.",Other
288501,Сонграйтинг,"Курс для всестороннего обзора тематики написания песен для любого артиста. Создание музыки, бита, текста, проверка актуальности композиции, а также ответы на вопрос «что делать с песней дальше?» - всё внутри этого курса.",,ru,https://stepik.org/course/288501,"Сонграйтинг Курс для всестороннего обзора тематики написания песен для любого артиста. Создание музыки, бита, текста, проверка актуальности композиции, а также ответы на вопрос «что делать с песней дальше?» - всё внутри этого курса.",Other
288500,GDScript (Godot),Изучите основы GDScript и ключевые механики Godot через теорию и квизы. Курс помогает разобраться в базовых концепциях и подготовиться к созданию собственных игр.,1000.0,ru,https://stepik.org/course/288500,GDScript (Godot) Изучите основы GDScript и ключевые механики Godot через теорию и квизы. Курс помогает разобраться в базовых концепциях и подготовиться к созданию собственных игр.,Other
288489,Английский с Оскаром. Буквы M - R,"Игровой курс английского для детей 4-6лет. Вместе с весёлым псом Оскаром ребёнок выучит буквы M, N, O, P, Q, R, новые слова и научится писать печатные буквы. Внутри 6 ярких PDF-тетрадей с раскрасками, прописями, заданиями на внимание.",650.0,ru,https://stepik.org/course/288489,"Английский с Оскаром. Буквы M - R Игровой курс английского для детей 4-6лет. Вместе с весёлым псом Оскаром ребёнок выучит буквы M, N, O, P, Q, R, новые слова и научится писать печатные буквы. Внутри 6 ярких PDF-тетрадей с раскрасками, прописями, заданиями на внимание.",Other
288487,История английского языка: от кельтов до интернета,"Почему английский стал мировым языком? Как на него повлияли римляне, викинги, норманны и Шекспир? Откуда взялись странные правила чтения и почему «достаточный» и «through» такие сложные? В этом видео‑курсе мы отправимся в путешествие от древних кельтов до современного интернета, разберёмся с акцентами и узнаем, как история Англии спрятана в обычных словах. Курс создан для школьников, которые хотят не просто учить английский, но и понимать его душу. Никакой скучной академической зубрёжки — только живые факты",,en,https://stepik.org/course/288487,"История английского языка: от кельтов до интернета Почему английский стал мировым языком? Как на него повлияли римляне, викинги, норманны и Шекспир? Откуда взялись странные правила чтения и почему «достаточный» и «through» такие сложные? В этом видео‑курсе мы отправимся в путешествие от древних кельтов до современного интернета, разберёмся с акцентами и узнаем, как история Англии спрятана в обычных словах. Курс создан для школьников, которые хотят не просто учить английский, но и понимать его душу. Никакой скучной академической зубрёжки — только живые факты",Other
288486,Подготовка к ОГЭ. Задание 10. Перевод систем счисления,"После прохождения курса вы будете уверенно решать задание № 10 на ОГЭ, затрачивая минимум времени и допуская минимум ошибок. 

",,ru,https://stepik.org/course/288486,"Подготовка к ОГЭ. Задание 10. Перевод систем счисления После прохождения курса вы будете уверенно решать задание № 10 на ОГЭ, затрачивая минимум времени и допуская минимум ошибок. 

",Other
288485,Звуки и буквы. Согласные звуки.," «Русский язык, 3 класс: увлекательное путешествие в мир слов и звуков»
Цель курса: систематизировать и углубить знания учащихся по русскому языку в соответствии с ФГОС, развить грамотность, языковое чутьё и интерес к изучению родного языка.
Для кого: для учеников 3 класса, их родителей и учителей. Подходит для:
регулярной поддержки школьного обучения;
восполнения пробелов в знаниях;
самостоятельной работы и домашней практики;
подготовки к контрольным работам.

",,ru,https://stepik.org/course/288485,"Звуки и буквы. Согласные звуки.  «Русский язык, 3 класс: увлекательное путешествие в мир слов и звуков»
Цель курса: систематизировать и углубить знания учащихся по русскому языку в соответствии с ФГОС, развить грамотность, языковое чутьё и интерес к изучению родного языка.
Для кого: для учеников 3 класса, их родителей и учителей. Подходит для:
регулярной поддержки школьного обучения;
восполнения пробелов в знаниях;
самостоятельной работы и домашней практики;
подготовки к контрольным работам.

",Other
288452,Дизайн-мышление в управлении качеством,"Курс направлен на формирование компетенций в области дизайн-мышления применительно к управлению качеством. Структура включает четыре модуля, последовательно реализующих этапы методологии: эмпатия (глубинные интервью, карта эмпатии, техника «5 почему»), фокусировка (карта стейкхолдеров, формирование проектной задачи POV), генерация идей (SCAMPER, «шесть шляп мышления», синектика, метод Уолта Диснея), прототипирование и тестирование. По каждому модулю предусмотрены практические упражнения. ",,ru,https://stepik.org/course/288452,"Дизайн-мышление в управлении качеством Курс направлен на формирование компетенций в области дизайн-мышления применительно к управлению качеством. Структура включает четыре модуля, последовательно реализующих этапы методологии: эмпатия (глубинные интервью, карта эмпатии, техника «5 почему»), фокусировка (карта стейкхолдеров, формирование проектной задачи POV), генерация идей (SCAMPER, «шесть шляп мышления», синектика, метод Уолта Диснея), прототипирование и тестирование. По каждому модулю предусмотрены практические упражнения. ",Testing
288448,Как объяснить подростку английскую грамматику. Средняя школа 11+,"Рабочая тетрадь-справочник для печати + материалы. Как родителю помочь подростку 11–15 лет разобраться в английской грамматике без скандалов и скуки. 27 уроков по всем темам средней школы: артикли, времена (включая Perfect и Continuous), пассивный залог, conditionals, косвенная речь. Готовые схемы, карточки, квизы и эстафеты – чтобы подросток сам захотел заполнять справочник.",3000.0,ru,https://stepik.org/course/288448,"Как объяснить подростку английскую грамматику. Средняя школа 11+ Рабочая тетрадь-справочник для печати + материалы. Как родителю помочь подростку 11–15 лет разобраться в английской грамматике без скандалов и скуки. 27 уроков по всем темам средней школы: артикли, времена (включая Perfect и Continuous), пассивный залог, conditionals, косвенная речь. Готовые схемы, карточки, квизы и эстафеты – чтобы подросток сам захотел заполнять справочник.",Other
